quizzes,solutions
397582461641397852582641937415976203976823145823415796158764329239158674764239518,397582461641397852582641937415976283976823145823415796158764329239158674764239518
867341529431925786295687143729816354543279618186453972672138495318590267954762831,867341529431925786295687143729816354543279618186453972672138495318594267954762831
582416097739825416641397825417953268826174953395268174173589642264731589958642731,582416397739825416641397825417953268826174953395268174173589642264731589958642731
853692741417835962029471385178563429294187653536249817362914578785326194941758236,853692741417835962629471385178563429294187653536249817362914578785326194941758236
189735264642981753537246918325694187496178532871523649914857326708362491263419875,189735264642981753537246918325694187496178532871523649914857326758362491263419875
623875149758149362491362875365987214879214530142536987216753498984621753537498621,623875149758149362491362875365987214879214536142536987216753498984621753537498621
174935862628147395953682417786514923239768154540293678892476531467351289315829746,174935862628147395953682417786514923239768154541293678892476531467351289315829746
231487695569312487748695312612873954495126873387954126854269031173548269926731548,231487695569312487748695312612873954495126873387954126854269731173548269926731548
376095812812763549549128376237546981981372654654819237498231765765984123123657498,376495812812763549549128376237546981981372654654819237498231765765984123123657498
764859321213647598985132476147596283659328714832471965528713649496085137371964852,764859321213647598985132476147596283659328714832471965528713649496285137371964852
137658942658429713429137865845912376763845291912763584594271638386590127271386459,137658942658429713429137865845912376763845291912763584594271638386594127271386459
482519367736284159915637824648192705573846912291375486364928571829751643157463298,482519367736284159915637824648192735573846912291375486364928571829751643157463298
824139675319765824675284319758423196243916758196570243582341967431697582967852431,824139675319765824675284319758423196243916758196578243582341967431697582967852431
851439762276185943394627518568390427913274685742856139189743256625918374437562891,851439762276185943394627518568391427913274685742856139189743256625918374437562891
457986321698132745213574869584069217936721458172845693865293174329417586741658932,457986321698132745213574869584369217936721458172845693865293174329417586741658932
168475329092618754745932186953261478487593612621847935579326841236184597814759263,168475329392618754745932186953261478487593612621847935579326841236184597814759263
361892475754316982829745136402157693936428517175963248548671329293584761617239854,361892475754316982829745136482157693936428517175963248548671329293584761617239854
512498736489367152376521849651204397937615428248973561893756214124839675765142983,512498736489367152376521849651284397937615428248973561893756214124839675765142983
810376425763452918524981367356248179971635284482197653137564892645829731298713546,819376425763452918524981367356248179971635284482197653137564892645829731298713546
219735846537486192684912375072548961196273458845691723453869217721354689968127534,219735846537486192684912375372548961196273458845691723453869217721354689968127534
579382146614759328832164795457893612261547830983621574145978263326415987798236451,579382146614759328832164795457893612261547839983621574145978263326415987798236451
832645179654971328917823546528164793146397285379582461293458617761239804485716932,832645179654971328917823546528164793146397285379582461293458617761239854485716932
983517246715640983246389715137254869869731452452968137574826391391475628628193574,983517246715642983246389715137254869869731452452968137574826391391475628628193574
671392845923845167458167392345786209192534786867219534719423658586971423234658971,671392845923845167458167392345786219192534786867219534719423658586971423234658971
467139285319528476258647390725496813831275964946381752194853627583762149672914538,467139285319528476258647391725496813831275964946381752194853627583762149672914538
548792163361845792297163845483579216612384579975216384129638457754921608836457921,548792163361845792297163845483579216612384579975216384129638457754921638836457921
643821759218759364597364821172593648486217593935648217701936482369482175824175936,643821759218759364597364821172593648486217593935648217751936482369482175824175936
728653149194287356365941782241876935953412678687539214812705493576394821439128567,728653149194287356365941782241876935953412678687539214812765493576394821439128567
528976143679413285314825796862739514451268379937154628743581962185692437296347850,528976143679413285314825796862739514451268379937154628743581962185692437296347851
682735914753419826491628537378154692269387451105296783836571249924863175517942368,682735914753419826491628537378154692269387451145296783836571249924863175517942368
123694587875213496964785312487152639512936748396047251648571923239468175751329864,123694587875213496964785312487152639512936748396847251648571923239468175751329864
417652389983174562265839714179546238654328971832791456098415623541263897326987145,417652389983174562265839714179546238654328971832791456798415623541263897326987145
421579368638412957597083241986341725275968134314257896843125679769834512152796483,421579368638412957597683241986341725275968134314257896843125679769834512152796483
914758326785326941362941758571283469238469517496517283043195872159872634827634195,914758326785326941362941758571283469238469517496517283643195872159872634827634195
478123569596847213231659487647382195159764832823915674315496728782531946964270351,478123569596847213231659487647382195159764832823915674315496728782531946964278351
249637815736518249815942736021479683974386521683125974358291467192764358467853192,249637815736518249815942736521479683974386521683125974358291467192764358467853192
517839264246517893839246571753984612621753948984621735492165387165378429378492056,517839264246517893839246571753984612621753948984621735492165387165378429378492156
253794618794816352816253497562937840148562739937148265329471586471685923685329174,253794618794816352816253497562937841148562739937148265329471586471685923685329174
197823654546197382823546719652714938714389265389652471475931826068475193931268547,197823654546197382823546719652714938714389265389652471475931826268475193931268547
568794132123856974947312586631548297485927613279163458392680745816475329754239861,568794132123856974947312586631548297485927613279163458392681745816475329754239861
917684532648532971523971684435297108279168453186453297761845329392716845854329716,917684532648532971523971684435297168279168453186453297761845329392716845854329716
903764852582193764674852193725389416146275389839416275298631547457928631361547928,913764852582193764674852193725389416146275389839416275298631547457928631361547928
873145926629738415504296378748951632236487591195362847457619283961823754382574169,873145926629738415514296378748951632236487591195362847457619283961823754382574169
947286513862513794135794286478162935359847162621935847786321459594678321203459678,947286513862513794135794286478162935359847162621935847786321459594678321213459678
578491362632857194914263758786514239145932876329678410457129683291386547863745921,578491362632857194914263758786514239145932876329678415457129683291386547863745921
613845972548729601927316584864257319391468725752193846436582197179634258285971463,613845972548729631927316584864257319391468725752193846436582197179634258285971463
386291457547836290921457836813729645279645183465183729752364918198572364634918572,386291457547836291921457836813729645279645183465183729752364918198572364634918572
312489567765312984489765213978536142241978635536241879194857326623194758807623491,312489567765312984489765213978536142241978635536241879194857326623194758857623491
523849761849176235176523498731095684468731952295468317357982146614357829982614573,523849761849176235176523498731295684468731952295468317357982146614357829982614573
485369721271458936396217845547683219129574368638192457913725084752846193864931572,485369721271458936396217845547683219129574368638192457913725684752846193864931572
972148635184536729563927841217485963458069172396271584835692417629714358741853296,972148635184536729563927841217485963458369172396271584835692417629714358741853296
892431765413576298567829314934157806628943571175682439351768942249315687786294153,892431765413576298567829314934157826628943571175682439351768942249315687786294153
304192758219578463857643912936217584485369127721854639193725846572406391648931275,364192758219578463857643912936217584485369127721854639193725846572486391648931275
926351784351784926084926351698130475132475698475698132543867219219543867867219543,926351784351784926784926351698132475132475698475698132543867219219543867867219543
157486239846923175293517864729165348384279051615834792572641983461398527938752016,157486239846923175293517864729165348384279651615834792572641983461398527938752416
620591783915783462837462591463259178781346259592178346256917834179834620348625917,624591783915783462837462591463259178781346259592178346256917834179834625348625917
839751642624389517571264893152643978987512406463897125216438759348975261790126384,839751642624389517571264893152643978987512436463897125216438759348975261795126384
537214968214698357698537124342180795186975402975342816859723641723461589461859273,537214968214698357698537124342186795186975432975342816859723641723461589461859273
569812347821734965743596128215483706697251834438679512382907651156328479974165283,569812347821734965743596128215483796697251834438679512382947651156328479974165283
914325867523678941876419532738961254245837196169542783357186429681294075402753618,914325867523678941876419532738961254245837196169542783357186429681294375492753618
129753480468021375357864192284195637673482519591376248715638924942517863836249751,129753486468921375357864192284195637673482519591376248715638924942517863836249751
179453826682179534453682091265918473918347652347265180896731245731524968524896317,179453826682179534453682791265918473918347652347265189896731245731524968524896317
134285796528976431697341825813527964752694318469138257281759603975463182346812509,134285796528976431697341825813527964752694318469138257281759643975463182346812579
852491637763258941194367528627045319931726485548139276286514793379682104415973862,852491637763258941194367528627845319931726485548139276286514793379682154415973862
823196745475283196916745283387962451692451837541837962159374608734028519268519374,823196745475283196916745283387962451692451837541837962159374628734628519268519374
943526810562718439781934625158347962374269581296185743039852174417693258825471396,943526817562718439781934625158347962374269581296185743639852174417693258825471396
274369518960185247581472936745236891632918754819547623196854372458723169327691405,274369518963185247581472936745236891632918754819547623196854372458723169327691485
816249375753618294940357681275183469381496527694572138427835916538961742160724853,816249375753618294942357681275183469381496527694572138427835916538961742169724853
516473982298615743374892165145387629783260451962541837827956314431728596059134278,516473982298615743374892165145387629783269451962541837827956314431728596659134278
281745039936821574475396182759632408362184957814579263593268741147953826628417395,281745639936821574475396182759632418362184957814579263593268741147953826628417395
364182795709463218281957346517396824842715639693248571125679483438521967976034152,364182795759463218281957346517396824842715639693248571125679483438521967976834152
543078691196354287782619305258967413679431852314825976461583729927146538835792164,543278691196354287782619345258967413679431852314825976461583729927146538835792164
618742953093681274724539168947153826135268497286974315462397581379815642851026739,618742953593681274724539168947153826135268497286974315462397581379815642851426739
625317984137489562849265713784692351962153478513874296378946125496521830201738649,625317984137489562849265713784692351962153478513874296378946125496521837251738649
291573486375468129804192537643819275918257364752346891529734618437081952186925743,291573486375468129864192537643819275918257364752346891529734618437681952186925743
740682513153947826286351479975426138318579264624813795467038951591764382832195647,749682513153947826286351479975426138318579264624813795467238951591764382832195647
204983175938157264175246938027869513896531427513472896359714682741628359682395741,264983175938157264175246938427869513896531427513472896359714682741628359682395741
874192536356874902192356784543728691961543278728961453485217369217609845639485127,874192536356874912192356784543728691961543278728961453485217369217639845639485127
432817965781956342695324871354278196916543287827169534563482719048791653079635428,432817965781956342695324871354278196916543287827169534563482719248791653179635428
624853719197264358503917062271486593846395127935721684759142836368579241412638975,624853719197264358583917462271486593846395127935721684759142836368579241412638975
325864917197325684864197235248671593671953428953048761582416379416039852739582146,325864917197325684864197235248671593671953428953248761582416379416739852739582146
763985241958241736214736980549123678687594123132078594896452317371869452425317869,763985241958241736214736985549123678687594123132678594896452317371869452425317869
782514096451960782396827451175496238649382175238751649527149863863275914914638527,782514396451963782396827451175496238649382175238751649527149863863275914914638527
103278904954361872872459163541836729638927541729145638416783295387592416295614387,163278954954361872872459163541836729638927541729145638416783295387592416295614387
381759426759624183624381907162938574938475261475162839593240618247816395816593742,381759426759624183624381957162938574938475261475162839593247618247816395816593742
543697182812354796976281453287135904351469827694728031729813645465972318138546279,543697182812354796976281453287135964351469827694728531729813645465972318138546279
862597341975341086413286597386729154540638729297154638754813962138962475629475813,862597341975341286413286597386729154541638729297154638754813962138962475629475813
763219548192845673458376912931452867687193254524768390215684739379521486846937025,763219548192845673458376912931452867687193254524768391215684739379521486846937125
973845602612937854854621973136794528749582136528163749265319487391408265487256391,973845612612937854854621973136794528749582136528163749265319487391478265487256391
403782659782659413659413782127806534896534127534127896945371268268945371371268945,413782659782659413659413782127896534896534127534127896945371268268945371371268945
853279461297146358164835792389762514726451983415098627548923176670584239932617845,853279461297146358164835792389762514726451983415398627548923176671584239932617845
289541376451603928763829145328495617176238594945716832517362489894157263632980751,289541376451673928763829145328495617176238594945716832517362489894157263632984751
498375602375162948162498735249837156837506429516249387751624893983751264624983571,498375612375162948162498735249837156837516429516249387751624893983751264624983571
362157489705948236894623571481392657576814923230765148928536714147289365653471892,362157489715948236894623571481392657576814923239765148928536714147289365653471892
582961374196743582374825196821639745745218963963457821637584219458192607219376408,582961374196743582374825196821639745745218963963457821637584219458192637219376458
574319628391860475826547193263784519915236847748951362157693284639428701482175936,574319628391862475826547193263784519915236847748951362157693284639428751482175936
256347198047981625981256734879512346463879251512463987195624873624738519738195062,256347198347981625981256734879512346463879251512463987195624873624738519738195462
074251968986374215251986347128697453607435182435128679763542891819763524542819736,374251968986374215251986347128697453697435182435128679763542891819763524542819736
285391674476528319903647582691754823547832196328169745132976458854213967769480231,285391674476528319913647582691754823547832196328169745132976458854213967769485231
907452638245386917638179245594238761761945823823607594186794352479523186352861479,917452638245386917638179245594238761761945823823617594186794352479523186352861479
639827415541903782278154396496238157382571964715640823923785641164392578857416239,639827415541963782278154396496238157382571964715649823923785641164392578857416239
568213749479856312132947658813724596956381427247695183681032975324579801795168234,568213749479856312132947658813724596956381427247695183681432975324579861795168234
523641897164978523897235164782563419419827356356194782948752031275310948631489275,523641897164978523897235164782563419419827356356194782948752631275316948631489275
534219687867534129219867354953721846486953271720486593195672438672308915348195762,534219687867534129219867354953721846486953271721486593195672438672348915348195762
178239654932456108654871932865712493217394865493568217321045786549687321786123549,178239654932456178654871932865712493217394865493568217321945786549687321786123549
874532691235619407016478523693184752527396148481725369362941875149857236758263914,874532691235619487916478523693184752527396148481725369362941875149857236758263914
748361295613952087529874136854137629371296548962485710187623954495718362236549871,748361295613952487529874136854137629371296548962485713187623954495718362236549871
495761238716823594832450617649217385271538946583694172164372859327985461958146023,495761238716823594832459617649217385271538946583694172164372859327985461958146723
361572894498136527725849163176250938839617245542983671657428319913765482204391756,361572894498136527725849163176254938839617245542983671657428319913765482284391756
619502438483916257275384691134697825852431769796258143328149576567823014941765382,619572438483916257275384691134697825852431769796258143328149576567823914941765382
645127938271938564389564127716289345453671289892345671920853416508416792164792853,645127938271938564389564127716289345453671289892345671927853416538416792164792853
372184596659273814481956723937842601165739482248561379816395247593407168724618935,372184596659273814481956723937842651165739482248561379816395247593427168724618935
735486192921735648486921573354869721217354986869217435690173854548692317173540269,735486192921735648486921573354869721217354986869217435692173854548692317173548269
124579368836142975597063241413725896689431527752698134271956403965384712348217659,124579368836142975597863241413725896689431527752698134271956483965384712348217659
976432158850769342043518679125876493394251786687943521532187964469325817718694235,976432158851769342243518679125876493394251786687943521532187964469325817718694235
418723059659418723723659418594180236187236594236594187365941872872365941941872365,418723659659418723723659418594187236187236594236594187365941872872365941941872365
694572138381469572725138469172043956438956217569217843943620781256781394817394625,694572138381469572725138469172843956438956217569217843943625781256781394817394625
657132984321804675948765312273941568586327491419658237895276143104589726762413859,657132984321894675948765312273941568586327491419658237895276143134589726762413859
872134965013965728596728134934657281765281349128349657649572813381496572257810496,872134965413965728596728134934657281765281349128349657649572813381496572257813496
401256398652839741938174560529483176384617259716925834847561923293748615165392487,471256398652839741938174562529483176384617259716925834847561923293748615165392487
257416398893752416614398752932675841148239675576840239325067984489523167761984523,257416398893752416614398752932675841148239675576841239325167984489523167761984523
395246178426871539701935602853694721217583496964127385549762813138459267672318954,395246178426871539781935642853694721217583496964127385549762813138459267672318954
791368524425719683386452197854270369217936458963845712572193846608527931139684275,791368524425719683386452197854271369217936458963845712572193846648527931139684275
736129854548376921219058673873261495621594387954703162487632519195847236362915748,736129854548376921219458673873261495621594387954783162487632519195847236362915748
638541297154792683279386145917238456465179832823054971741903568586417329392865714,638541297154792683279386145917238456465179832823654971741923568586417329392865714
571432896342986571896751342413298765928675013765143928239867154154329687087514239,571432896342986571896751342413298765928675413765143928239867154154329687687514239
768591234342867519195243876487156392651329748923784165816035407539472681274618953,768591234342867519195243876487156392651329748923784165816935427539472681274618953
639245781452871693718963405973526814041397256265184937124738569596412378387659142,639245781452871693718963425973526814841397256265184937124738569596412378387659142
276593418953814627184726395839471256562389174741652983617235849325948761008167532,276593418953814627184726395839471256562389174741652983617235849325948761498167532
426317859985246371137895264712903486593468127648172935869724513351689742274530698,426317859985246371137895264712953486593468127648172935869724513351689742274531698
618324975432957168795186342249715683803492751570638429156843297384279516927561834,618324975432957168795186342249715683863492751571638429156843297384279516927561834
269713548458296371731485629843952716176034295925167483387549160594621837612378954,269713548458296371731485629843952716176834295925167483387549162594621837612378954
621749583947853216358126479130267948894531627762498351589312764476985132213674805,621749583947853216358126479135267948894531627762498351589312764476985132213674895
315872649946513872278649513152987364463251987789364251094136725631025498527498136,315872649946513872278649513152987364463251987789364251894136725631725498527498136
890275463634189275052463189489517326263948517175326948917652834526834791348791652,891275463634189275752463189489517326263948517175326948917652834526834791348791652
561823407283974165794651382915362748632487519840195236459216873378549621126738954,561823497283974165794651382915362748632487519847195236459216873378549621126738954
765819423324675981189204567976148235418352679532796814897421356241503798653987142,765819423324675981189234567976148235418352679532796814897421356241563798653987142
513948276726135984894267153389724561472506839651803742265381497947652318138479625,513948276726135984894267153389724561472516839651893742265381497947652318138479625
289715643705463829463289175054632987897154362632897514546328791971546238328971456,289715643715463829463289175154632987897154362632897514546328791971546238328971456
491572386572386401386491572724065913913724865865913724138249657249657138657138249,491572386572386491386491572724865913913724865865913724138249657249657138657138249
758962341143758269062143857537689124680421735421537986315876492294315678876294513,758962341143758269962143857537689124689421735421537986315876492294315678876294513
014269378926738415873145629351924786687513294492806153149682537268357941735491862,514269378926738415873145629351924786687513294492876153149682537268357941735491862
384269157570834962629751438407398216162547893938612745293176584716485329845923671,384269157571834962629751438457398216162547893938612745293176584716485329845923671
386294571429571863157863094642159387915387426038426159864912735291735648573648912,386294571429571863157863294642159387915387426738426159864912735291735648573648912
234718695965342781870659324649123578312587469758496132597204813183975246426831957,234718695965342781871659324649123578312587469758496132597264813183975246426831957
985214673637598124142763958356982417829140365471635892208476539593821746764359281,985214673637598124142763958356982417829147365471635892218476539593821746764359281
216375809375894261894216357681527493527439618439681572953148726762953184148760935,216375849375894261894216357681527493527439618439681572953148726762953184148762935
834902517692517384157380962541238796976451238328796451485623179263179845719845623,834962517692517384157384962541238796976451238328796451485623179263179845719845623
294678510786315924153429876847156092561293487932784651675931248319842765428567139,294678513786315924153429876847156392561293487932784651675931248319842765428567139
279653418605184729148297065482769531796315842351428976827936154514872693963541287,279653418635184729148297365482769531796315842351428976827936154514872693963541287
935146827287593641461728395148302950723659418596814273654281739812937564379465182,935146827287593641461728395148372956723659418596814273654281739812937564379465182
135279486486351927927860135698435712543127698712980543251798364364512879879643251,135279486486351927927864135698435712543127698712986543251798364364512879879643251
574916328328754196106238574437569810812347659659182437261873945783495261945621783,574916328328754196196238574437569812812347659659182437261873945783495261945621783
018294365563781942249536817482659731137428596605173284351847629926315478874962153,718294365563781942249536817482659731137428596695173284351847629926315478874962153
981453726453627189627981304160398547745162893398745261274816935539274618816539472,981453726453627189627981354162398547745162893398745261274816935539274618816539472
534612879261987453798345126680479531947153268315826794123768945459231687876594012,534612879261987453798345126682479531947153268315826794123768945459231687876594312
851762394493158762267394158749583621126947583085621947512476830674839215938215476,851762394493158762267394158749583621126947583385621947512476839674839215938215476
473982615829651374506347928681735249942168753357294186234819567198576430765423891,473982615829651374516347928681735249942168753357294186234819567198576432765423891
762935184481762539935481267320854016854617923617329458146273895273598641598146372,762935184481762539935481267329854716854617923617329458146273895273598641598146372
964175382382946150157328964498761235035489716716253498521834679843697521679512843,964175382382946157157328964498761235235489716716253498521834679843697521679512843
362517894175498632984206715653174289829365471741982563516749328208651947497823156,362517894175498632984236715653174289829365471741982563516749328238651947497823156
